age,birth_place,division,fight_time_avg,fighting_style,first_round_finishes,height,knockdown_avg,ko_wins,name,nickname,octagon_debut,pos_clinch_pct,pos_ground_pct,pos_stand_pct,reach,record,sig_strikes_absorbed_per_min,sig_strikes_accuracy_pct,sig_strikes_landed_per_min,slug,status,submission_avg,takedown_avg,takedown_defense_pct,target_body_pct,target_head_pct,target_leg_pct,weight,wins_dec,wins_ko_tko,wins_sub
32,"Zacatecas, Mexico",Poids coq Division,10:31,N/A,N/A,68.00,0.48,2,Jose Quinonez,"""El Teco""","Nov. 15, 2014",20 (6%),50 (15%),271 (79%),39.50,9-5-0 (W-L-D),3.00,45%,341,jose-quinonez,Ne se bat pas,0.63,43%,N/A,19%,51%,29%,135.00,6 (67%),2 (22%),1 (11%)
40,United States,Poids coq Division,15:00,N/A,N/A,64.00,0.00,N/A,Tim Gorman,"""The Psycho""","Apr. 16, 2014",10 (12%),0 (0%),72 (88%),68.00,9-4-0 (W-L-D),5.57,32%,82,tim-gorman,Ne se bat pas,0.00,33%,N/A,2%,91%,6%,135.00,1 (11%),8 (89%),0 (0%)
23,"Dushanbe, Tajikistan",Poids mi-moyens Division,10:00,N/A,N/A,N/A,0.00,N/A,Samandar Murodov,N/A,"Oct. 21, 2025",0 (0%),20 (67%),10 (33%),N/A,2-0-0 (W-L-D),0.50,75%,30,samandar-murodov,Ne se bat pas,1.50,N/A,N/A,10%,73%,17%,170.00,0 (0 %),0 (0 %),0 (0 %)
34,United States,Poids mouche Division,09:30,Striker,9,67.00,0.12,6,Cody Durden,"""Custom Made""","Aug. 1, 2020",16 (4%),51 (12%),358 (84%),37.50,17-8-1 (W-L-D),4.35,45%,425,cody-durden,Actif,0.73,73%,N/A,14%,73%,13%,126.00,5 (29%),6 (35%),6 (35%)
31,"Horice, Czechia",Poids mouche Division,12:53,MMA,10,65.00,0.00,8,David Dvorak,"""Undertaker""","Mar. 14, 2020",30 (11%),8 (3%),231 (86%),37.00,20-6-0 (W-L-D),3.29,43%,269,david-dvorak,Actif,0.19,70%,N/A,22%,51%,28%,125.50,4 (20%),8 (40%),8 (40%)
47,"Avignon, France",Poids légers Division,N/A,N/A,N/A,67.00,N/A,N/A,Samy Schiavo,"""The Dog""","Apr. 2, 2008",N/A,N/A,N/A,N/A,10-6-0 (W-L-D),N/A,N/A,N/A,samy-schiavo,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,156.00,N/A,N/A,N/A
35,"Cahokia, United States",Poids mi-moyens Division,07:23,N/A,N/A,69.00,0.00,N/A,Chris Heatherly,"""Stump""","Aug. 23, 2014",2 (8%),5 (21%),17 (71%),68.00,8-3-0 (W-L-D),2.67,45%,24,chris-heatherly,Ne se bat pas,0.68,100%,N/A,29%,42%,29%,170.00,3 (38%),1 (13%),4 (50%)
26,"Jacksonville, United States",Poids coq Division,14:13,N/A,6,67.50,0.00,N/A,Steven Koslow,"""Obi Won Shinobi The Pillow""","Dec. 10, 2022",1 (9%),2 (18%),8 (73%),39.00,6-1-0 (W-L-D),3.73,38%,11,steven-koslow,Actif,1.06,N/A,N/A,9%,73%,18%,136.00,0 (0%),0 (0%),6 (100%)
45,"Sacramento, États-Unis",Poids moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,David Terrell,"""The Soul Assassin""","Aug. 21, 2004",N/A,N/A,N/A,N/A,10-2-0 (W-L-D),N/A,N/A,N/A,david-terrell,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,184.00,N/A,N/A,N/A
47,"Westwood , États-Unis",Poids plume Division,N/A,N/A,N/A,70.00,N/A,N/A,Kenny Florian,"""KenFlo""","Apr. 9, 2005",N/A,N/A,N/A,74.00,16-6-0 (W-L-D),N/A,N/A,N/A,kenny-florian,Retraité,N/A,N/A,N/A,N/A,N/A,N/A,145.00,N/A,N/A,N/A
32,"Eugene, United States",Poids moyens Division,01:46,N/A,N/A,N/A,0.00,N/A,Taylor Johnson,N/A,"Oct. 21, 2025",0 (0%),9 (100%),0 (0%),N/A,0-0-0 (W-L-D),1.13,60%,9,taylor-johnson,Ne se bat pas,0.00,100%,N/A,0%,100%,0%,185.50,0 (0 %),0 (0 %),0 (0 %)
39,"Van Nuys, United States",Poids moyens Division,08:40,N/A,N/A,70.00,0.00,N/A,Eddie Mendez,N/A,"Jun. 8, 2013",0 (0%),0 (0%),4 (100%),N/A,0-0-0 (W-L-D),3.43,33%,4,eddie-mendez,Ne se bat pas,0.00,N/A,N/A,0%,75%,25%,184.00,0 (0 %),0 (0 %),0 (0 %)
33,"Laredo, United States",Poids mouche Division,09:23,Freestyle,2,66.00,0.36,7,CJ Vergara,N/A,"Nov. 6, 2021",41 (10%),84 (20%),299 (71%),37.00,12-7-1 (W-L-D),4.69,57%,424,cj-vergara,Ne se bat pas,0.18,61%,N/A,36%,50%,14%,126.00,5 (42%),7 (58%),0 (0%)
36,Brazil,Poids plume Division,15:00,N/A,N/A,67.00,0.00,N/A,John Teixeira,"""Macapa""","Jun. 24, 2012",16 (11%),1 (1%),134 (89%),N/A,13-1-1 (W-L-D),3.20,35%,151,john-teixeira,Ne se bat pas,0.67,71%,N/A,24%,50%,26%,150.00,0 (0 %),0 (0 %),0 (0 %)
47,États-Unis,Poids légers Division,N/A,N/A,N/A,67.00,N/A,N/A,Spencer Fisher,"""The King""","Oct. 3, 2005",N/A,N/A,N/A,68.00,25-9-0 (W-L-D),N/A,N/A,N/A,spencer-fisher,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,156.00,N/A,N/A,N/A
26,"State of Rio de Janeiro, Brazil",Poids moyens Division,15:00,N/A,N/A,75.00,0.00,N/A,Lucas Fernando,N/A,"Oct. 21, 2025",2 (7%),0 (0%),26 (93%),41.50,0-1-0 (W-L-D),4.73,52%,28,lucas-fernando,Actif,1.00,N/A,N/A,21%,57%,21%,N/A,0 (0 %),0 (0 %),0 (0 %)
42,"Orlando, États-Unis",Poids mi-moyens Division,N/A,N/A,N/A,68.00,N/A,N/A,Luigi Fioravanti,N/A,"Apr. 6, 2006",N/A,N/A,N/A,N/A,13-5-0 (W-L-D),N/A,N/A,N/A,luigi-fioravanti,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,171.00,N/A,N/A,N/A
37,United States,Poids moyens Division,12:14,N/A,N/A,73.00,0.35,N/A,Andrew Craig,"""Highlight""","Mar. 3, 2012",26 (13%),29 (14%),150 (73%),76.00,9-4-0 (W-L-D),3.01,40%,205,andrew-craig,Ne se bat pas,0.00,72%,N/A,14%,69%,17%,170.50,5 (56%),3 (33%),1 (11%)
33,"Louisville, United States",Heavyweight Division,11:55,Boxing,2,78.00,0.25,7,Don'Tale Mayes,"""Lord Kong""","Aug. 29, 2017",80 (14%),64 (11%),431 (75%),44.00,11-9-0 (W-L-D),3.61,43%,575,dontale-mayes,Ne se bat pas,0.00,47%,N/A,23%,63%,14%,259.00,4 (36%),7 (64%),0 (0%)
N/A,États-Unis,Poids coq Division,N/A,N/A,N/A,66.00,N/A,N/A,Nick  Pace,N/A,"Dec. 5, 2010",N/A,N/A,N/A,N/A,6-3-0 (W-L-D),N/A,N/A,N/A,nick-pace,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,141.00,N/A,N/A,N/A
38,"East Liverpool, United States",Poids mi-lourds Division,10:27,N/A,N/A,74.00,0.00,N/A,Joshua Stansbury,"""The Sandman""","Jul. 9, 2016",22 (22%),15 (15%),64 (63%),74.00,8-5-0 (W-L-D),3.54,55%,101,joshua-stansbury,Ne se bat pas,0.96,88%,N/A,17%,68%,15%,206.00,2 (25%),1 (13%),5 (63%)
30,"SF, United States",Poids coq Division,00:39,N/A,N/A,N/A,0.00,N/A,Brady Huang,N/A,"Oct. 21, 2025",0 (0%),0 (0%),3 (100%),N/A,11-2-0 (W-L-D),10.77,38%,3,brady-huang,Ne se bat pas,0.00,N/A,N/A,0%,33%,67%,135.50,0 (0 %),0 (0 %),0 (0 %)
N/A,Royaume-Uni,Poids plume Division,N/A,N/A,N/A,69.00,N/A,N/A,Jason Young,"""Shotgun""","Jun. 12, 2011",N/A,N/A,N/A,N/A,9-6-0 (W-L-D),N/A,N/A,N/A,jason-young,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,145.00,N/A,N/A,N/A
40,"Barcelona, Spain",Poids légers Division,15:00,N/A,N/A,71.00,0.00,N/A,Abner Lloveras,"""Skullman""","Dec. 11, 2015",18 (19%),0 (0%),76 (81%),N/A,19-8-1 (W-L-D),6.87,50%,94,abner-lloveras,Ne se bat pas,0.00,N/A,N/A,35%,59%,6%,155.00,0 (0 %),0 (0 %),0 (0 %)
35,United States,Poids mouche Division,12:41,N/A,N/A,65.00,0.00,N/A,Josh Ferguson,"""Taz""","Dec. 4, 2011",7 (13%),5 (9%),42 (78%),N/A,7-5-0 (W-L-D),4.18,44%,54,josh-ferguson,Ne se bat pas,0.00,55%,N/A,26%,69%,6%,125.00,0 (0 %),0 (0 %),0 (0 %)
41,United States,Poids mi-lourds Division,02:03,N/A,N/A,75.00,0.00,N/A,Robert Drysdale,N/A,"Jul. 6, 2014",0 (0 %),0 (0 %),0 (0 %),N/A,7-0-0 (W-L-D),0.00,0%,0,robert-drysdale,Ne se bat pas,21.95,N/A,N/A,0%,0%,0%,202.50,0 (0%),0 (0%),7 (100%)
47,"Vienna, Austria",Heavyweight Division,07:45,N/A,N/A,75.00,0.00,N/A,Nandor Guelmino,"""The Hun""","Jan. 13, 2013",17 (30%),10 (18%),29 (52%),N/A,11-5-1 (W-L-D),3.16,56%,56,nandor-guelmino,Ne se bat pas,0.00,43%,N/A,52%,29%,20%,230.00,2 (18%),4 (36%),5 (45%)
32,"The Bronx, United States",Poids mi-moyens Division,07:32,MMA,11,70.00,0.25,1,Ramiz Brahimaj,N/A,"Nov. 7, 2020",25 (19%),7 (5%),102 (76%),39.00,13-5-0 (W-L-D),3.42,47%,134,ramiz-brahimaj,Actif,1.99,48%,N/A,13%,80%,7%,170.50,0 (0%),1 (8%),12 (92%)
N/A,N/A,Heavyweight Division,00:00,N/A,N/A,N/A,N/A,N/A,Slim Trabelsi,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,slim-trabelsi,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,N/A,0 (0 %),0 (0 %),0 (0 %)
46,"Rio de Janeiro, Brésil",Poids moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,Vitor Belfort,"""The Phenom""","Feb. 7, 1997",N/A,N/A,N/A,41.50,26-14-0 (W-L-D),N/A,N/A,N/A,vitor-belfort,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,184.00,N/A,N/A,N/A
47,"Jersey City, États-Unis",Poids mi-moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,Julio Paulino,"""The Dominican Demon""","Mar. 21, 2010",N/A,N/A,N/A,N/A,18-4-0 (W-L-D),N/A,N/A,N/A,julio-paulino,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,170.00,N/A,N/A,N/A
33,Japan,Poids légers Division,11:03,N/A,N/A,67.00,0.00,N/A,Yusuke Kasuya,N/A,"Sep. 26, 2015",2 (4%),0 (0%),46 (96%),38.00,9-3-2 (W-L-D),4.34,44%,48,yusuke-kasuya,Ne se bat pas,0.00,N/A,N/A,35%,46%,19%,156.00,0 (0%),1 (11%),8 (89%)
33,N/A,Poids moyens Division,00:50,N/A,N/A,N/A,0.00,N/A,Henrique Shiguemoto,N/A,"Oct. 21, 2025",0 (0%),0 (0%),3 (100%),N/A,0-1-0 (W-L-D),6.00,33%,3,henrique-shiguemoto,Actif,0.00,50%,N/A,67%,0%,33%,185.50,0 (0 %),0 (0 %),0 (0 %)
31,"Martinsville, United States",Poids coq Division,11:06,MMA,4,65.00,0.60,10,Tony Gravely,N/A,"Jan. 25, 2020",72 (19%),106 (28%),204 (53%),38.00,23-9-0 (W-L-D),4.47,48%,382,tony-gravely,Ne se bat pas,0.30,52%,N/A,16%,64%,20%,136.00,10 (43%),10 (43%),3 (13%)
35,"Austin, United States",Poids mi-moyens Division,09:52,Striker,7,71.00,0.98,10,Geoff Neal,"""Handz of Steel""","Feb. 18, 2018",76 (11%),52 (7%),569 (82%),41.00,16-7-0 (W-L-D),5.48,51%,697,geoff-neal,Actif,0.11,88%,N/A,9%,85%,6%,171.00,4 (25%),10 (63%),2 (13%)
37,"Sao Paulo, Brazil",Poids légers Division,12:45,N/A,N/A,69.00,0.00,N/A,Leandro Silva,"""Buscape""","Jun. 8, 2013",29 (12%),5 (2%),210 (86%),42.00,19-4-1 (W-L-D),2.08,49%,244,leandro-silva,Ne se bat pas,0.44,66%,N/A,26%,50%,24%,156.00,8 (42%),1 (5%),10 (53%)
44,"Citrus Heights, États-Unis",Poids mi-lourds Division,N/A,N/A,N/A,74.00,N/A,N/A,James Irvin,"""The Sandman""","Feb. 5, 2005",N/A,N/A,N/A,N/A,14-7-0 (W-L-D),N/A,N/A,N/A,james-irvin,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,205.00,N/A,N/A,N/A
29,China,Poids plume Division,15:00,N/A,N/A,N/A,0.67,N/A,Zhu Kangjie,N/A,"Nov. 23, 2024",15 (12%),16 (12%),99 (76%),N/A,3-0-0 (W-L-D),1.33,48%,130,zhu-kangjie,Actif,0.00,51%,N/A,29%,60%,11%,146.00,0 (0 %),0 (0 %),0 (0 %)
25,"Spokane, United States",Poids coq Division,14:03,MMA,4,68.00,0.00,4,Brady Hiestand,"""Bam Bam""","Aug. 28, 2021",14 (9%),11 (7%),127 (84%),39.00,9-2-0 (W-L-D),3.75,51%,152,brady-hiestand,N/A,1.07,43%,N/A,18%,74%,8%,135.00,2 (22%),4 (44%),3 (33%)
31,"London, England",Heavyweight Division,00:00,Brawler,7,75.00,N/A,8,Louie Sutherland,"""Vanilla Gorilla""","Sep. 27, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,10-3-0 (W-L-D),N/A,N/A,N/A,louie-sutherland,Actif,N/A,N/A,N/A,0%,0%,0%,N/A,2 (20%),8 (80%),0 (0%)
38,United States,Poids coq Division,09:54,MMA,7,70.00,0.30,7,Cody Gibson,"""The Renegade""","Feb. 22, 2014",81 (23%),16 (4%),262 (73%),41.00,22-12-0 (W-L-D),3.22,46%,359,cody-gibson,Actif,0.61,70%,N/A,18%,71%,11%,136.00,9 (41%),7 (32%),6 (27%)
33,"Passaic, United States",Poids coq Division,12:27,MMA,N/A,64.00,0.33,4,Jimmie Rivera,"""El Terror""","Jul. 18, 2015",54 (10%),13 (2%),485 (88%),37.00,23-5-0 (W-L-D),3.90,40%,552,jimmie-rivera,Ne se bat pas,0.11,93%,N/A,21%,54%,25%,135.50,17 (74%),4 (17%),2 (9%)
36,"Manchester, United States",Poids moyens Division,13:37,N/A,N/A,73.00,0.00,N/A,Tim Caron,"""The Bear""","Oct. 21, 2025",3 (38%),0 (0%),5 (63%),42.00,9-2-0 (W-L-D),6.90,50%,8,tim-caron,Ne se bat pas,0.00,N/A,N/A,50%,38%,13%,185.00,0 (0 %),0 (0 %),0 (0 %)
33,"Hostěradice, Czechia",Poids mi-lourds Division,11:04,Karate,23,75.00,0.85,28,Jiří Procházka,N/A,"Jul. 11, 2020",39 (8%),77 (15%),388 (77%),45.00,32-5-1 (W-L-D),5.60,55%,504,jiri-prochazka,Actif,0.17,68%,N/A,16%,78%,7%,206.00,1 (3%),28 (88%),3 (9%)
N/A,United States,,00:00,N/A,N/A,0.00,N/A,N/A,Paul Herrera,N/A,"Feb. 16, 1996",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,paul-herrera,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,robert-valentin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41,Russia,Poids mi-moyens Division,09:39,N/A,15,71.00,0.60,15,Muslim Salikhov,"""King of Kung Fu""","Nov. 25, 2017",28 (7%),41 (10%),356 (84%),41.00,22-5-0 (W-L-D),2.92,50%,425,muslim-salikhov,Actif,0.00,72%,N/A,29%,53%,17%,170.50,5 (23%),15 (68%),2 (9%)
40,"Sokolow Podlaski, Poland",Heavyweight Division,11:55,N/A,N/A,72.00,0.28,N/A,Daniel Omielanczuk,N/A,"Sep. 21, 2013",107 (32%),29 (9%),196 (59%),41.00,19-8-1 (W-L-D),3.29,57%,332,daniel-omielanczuk,Ne se bat pas,0.14,68%,N/A,28%,51%,21%,248.00,7 (37%),3 (16%),9 (47%)
26,"Yunnan, China",Poids mouche Division,00:00,N/A,N/A,N/A,N/A,N/A,Lu Zhengyong,N/A,"Oct. 21, 2025",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,lu-zhengyong,Actif,N/A,N/A,N/A,0%,0%,0%,125.50,0 (0 %),0 (0 %),0 (0 %)
31,"Marabá, Brazil",Poids moyens Division,10:24,Striker,14,73.00,0.31,11,Michel Pereira,"""Demolidor""","May. 18, 2019",73 (11%),24 (4%),557 (85%),42.00,31-14-0 (W-L-D),4.35,52%,654,michel-pereira,Actif,0.72,76%,N/A,43%,46%,11%,186.00,11 (35%),11 (35%),9 (29%)
49,"Jefferson, États-Unis",Poids mi-lourds Division,N/A,N/A,N/A,74.00,N/A,N/A,Branden Lee Hinkle,"""The Iron Lion""","Oct. 7, 2005",N/A,N/A,N/A,N/A,14-7-0 (W-L-D),N/A,N/A,N/A,branden-lee-hinkle,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,205.00,N/A,N/A,N/A
38,"Sunbury, Australia",Poids mi-moyens Division,05:04,N/A,N/A,72.00,0.00,8,Callan Potter,"""The Rockstar""","Feb. 9, 2019",0 (0%),3 (15%),17 (85%),41.00,18-9-0 (W-L-D),3.85,30%,20,callan-potter,Ne se bat pas,0.00,N/A,N/A,10%,65%,25%,170.50,0 (0%),8 (100%),0 (0%)
38,"Rabat, Morocco",Poids moyens Division,14:59,Striker,7,69.00,0.00,7,Abu Azaitar,"""Captain Morocco""","Jul. 22, 2018",34 (17%),20 (10%),143 (73%),41.00,14-4-1 (W-L-D),4.32,43%,197,abu-azaitar,Ne se bat pas,0.00,43%,N/A,37%,50%,13%,186.00,6 (43%),7 (50%),1 (7%)
22,"Sichuan, China",Poids mouche Division,09:31,N/A,N/A,N/A,0.00,N/A,Niushiyue Ji,N/A,"Feb. 3, 2024",2 (2%),13 (11%),99 (87%),N/A,2-2-0 (W-L-D),2.71,41%,114,niushiyue-ji,N/A,0.00,75%,N/A,33%,58%,9%,139.90,0 (0 %),0 (0 %),0 (0 %)
31,"Tychy, Poland",Poids légers Division,15:13,N/A,N/A,69.00,0.00,N/A,Marcin Held,N/A,"Nov. 6, 2016",17 (13%),33 (26%),79 (61%),39.50,23-7-0 (W-L-D),2.02,35%,129,marcin-held,Ne se bat pas,1.31,38%,N/A,5%,90%,5%,156.00,7 (30%),4 (17%),12 (52%)
38,"State of Rio Grande do Norte, Brazil",Poids mouche Division,11:18,Jiu-Jitsu,N/A,65.00,0.17,N/A,Jussier Formiga,N/A,"Oct. 6, 2012",30 (12%),43 (17%),184 (72%),37.00,23-8-0 (W-L-D),2.34,40%,257,jussier-formiga,Ne se bat pas,0.58,87%,N/A,16%,74%,11%,126.00,13 (57%),0 (0%),10 (43%)
34,United States,Poids mi-moyens Division,15:00,N/A,N/A,70.00,0.00,N/A,Jorge Lopez,N/A,"Sep. 17, 2011",17 (23%),22 (30%),35 (47%),N/A,11-3-0 (W-L-D),2.57,60%,74,jorge-lopez,Ne se bat pas,0.00,81%,N/A,15%,72%,14%,171.00,0 (0 %),0 (0 %),0 (0 %)
N/A,"San Jose, United States",Heavyweight Division,00:00,N/A,N/A,0.00,N/A,N/A,Brian Johnston,N/A,"Jul. 12, 1996",0 (0 %),0 (0 %),0 (0 %),N/A,0-0-0 (W-L-D),N/A,N/A,N/A,brian-johnston,Ne se bat pas,N/A,N/A,N/A,0%,0%,0%,0.00,0 (0 %),0 (0 %),0 (0 %)
28,"Chihuahua, Mexico",Poids plume Division,06:06,MMA,11,73.00,1.23,5,Fernando Padilla,"""El Valiente""","Apr. 29, 2023",12 (8%),18 (12%),118 (80%),43.00,16-6-0 (W-L-D),5.74,40%,148,fernando-padilla,Actif,0.61,100%,N/A,20%,66%,15%,145.50,2 (13%),5 (31%),9 (56%)
47,"Whonnock, Canada",Poids moyens Division,N/A,N/A,N/A,71.00,N/A,N/A,Jason Thacker,N/A,"Apr. 9, 2005",N/A,N/A,N/A,N/A,0-0-0 (W-L-D),N/A,N/A,N/A,jason-thacker,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,183.00,N/A,N/A,N/A
42,États-Unis,Poids mi-lourds Division,N/A,N/A,N/A,75.00,N/A,N/A,Antonio Mendes,"""Samuray""","May. 24, 2008",N/A,N/A,N/A,N/A,14-4-0 (W-L-D),N/A,N/A,N/A,antonio-mendes,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,204.00,N/A,N/A,N/A
42,"Tijuana, Mexico",Poids coq Division,10:16,N/A,N/A,68.00,0.29,N/A,Henry Briones,"""Bure""","Nov. 15, 2014",20 (11%),8 (4%),150 (84%),38.00,19-8-1 (W-L-D),4.68,43%,178,henry-briones,Ne se bat pas,0.58,52%,N/A,35%,56%,9%,136.00,3 (16%),10 (53%),6 (32%)
51,"Framingham, États-Unis",Poids moyens Division,N/A,N/A,N/A,73.00,N/A,N/A,Jorge Rivera,"""El Conquistador""","Sep. 26, 2003",N/A,N/A,N/A,N/A,19-9-0 (W-L-D),N/A,N/A,N/A,jorge-rivera,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,186.00,N/A,N/A,N/A
53,États-Unis,Poids coq Division,N/A,N/A,N/A,66.00,N/A,N/A,Jason Reinhardt,N/A,"Nov. 17, 2007",N/A,N/A,N/A,N/A,20-3-0 (W-L-D),N/A,N/A,N/A,jason-reinhardt,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,135.00,N/A,N/A,N/A
27,"Hunan, China",Poids coq Division,14:25,Striker,5,68.00,0.17,5,Xiao Long,N/A,"Jun. 9, 2022",125 (28%),20 (4%),309 (68%),37.00,27-10-0 (W-L-D),4.20,46%,454,xiao-long,Actif,0.00,80%,N/A,25%,61%,14%,136.00,13 (48%),5 (19%),9 (33%)
39,"Lexington, États-Unis",Poids légers Division,N/A,N/A,N/A,69.00,N/A,N/A,Junie Browning,"""The Lunatic""","Dec. 13, 2008",N/A,N/A,N/A,N/A,3-2-0 (W-L-D),N/A,N/A,N/A,junie-browning,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,156.00,N/A,N/A,N/A
32,"State of Bahia, Brazil",Heavyweight Division,03:40,N/A,N/A,N/A,0.00,N/A,Danilo Suzart,N/A,"Oct. 21, 2025",3 (20%),0 (0%),12 (80%),N/A,0-1-0 (W-L-D),11.73,56%,15,danilo-suzart,Actif,0.00,N/A,N/A,47%,53%,0%,255.00,0 (0 %),0 (0 %),0 (0 %)
33,"Albuquerque, United States",Poids plume Division,06:02,Freestyle,7,72.00,2.26,14,Steve Garcia,"""Mean Machine""","Feb. 29, 2020",39 (11%),96 (28%),209 (61%),41.00,18-5-0 (W-L-D),2.20,49%,344,steve-garcia,Actif,0.45,89%,N/A,18%,73%,9%,146.00,4 (22%),14 (78%),0 (0%)
32,"Chone, Ecuador",Poids coq Division,13:33,Grappler,8,68.00,0.58,8,Marlon Vera,"""Chito""","Nov. 15, 2014",145 (10%),151 (11%),1142 (79%),40.50,23-11-1 (W-L-D),5.37,49%,1438,marlon-vera,Actif,0.80,73%,N/A,21%,54%,25%,136.00,5 (22%),8 (35%),10 (43%)
31,"Lagos, Nigeria",Poids légers Division,11:13,MMA,5,69.00,0.49,6,Sodiq Yusuff,"""Super""","Dec. 2, 2018",73 (11%),49 (8%),528 (81%),40.00,13-5-0 (W-L-D),4.29,49%,650,sodiq-yusuff,Actif,0.36,63%,N/A,16%,59%,25%,155.50,6 (46%),6 (46%),1 (8%)
39,"Newport Beach, United States",Poids mouche Division,13:39,N/A,N/A,65.00,0.00,N/A,Ian McCall,"""Uncle Creepy""","Mar. 3, 2012",87 (20%),70 (16%),284 (64%),N/A,13-5-1 (W-L-D),3.25,39%,441,ian-mccall,Ne se bat pas,0.00,89%,N/A,30%,46%,24%,125.20,0 (0 %),0 (0 %),0 (0 %)
40,"La Jolla, États-Unis",Heavyweight Division,N/A,N/A,N/A,74.00,N/A,N/A,Eddie Sanchez,"""The Manic Hispanic""","Sep. 23, 2006",N/A,N/A,N/A,N/A,10-3-0 (W-L-D),N/A,N/A,N/A,eddie-sanchez,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,246.00,N/A,N/A,N/A
34,"Montclair, United States",Poids moyens Division,11:43,Striker,4,72.00,0.40,11,Bryan Barberena,"""Bam Bam""","Dec. 13, 2014",202 (17%),92 (8%),897 (75%),39.00,18-12-0 (W-L-D),4.59,48%,1191,bryan-barberena,Actif,0.27,50%,N/A,13%,70%,17%,198.00,5 (28%),11 (61%),2 (11%)
31,"Cambria, United States",Poids légers Division,11:21,N/A,7,70.00,0.09,5,Grant Dawson,"""KGD""","Aug. 15, 2017",46 (9%),227 (45%),236 (46%),40.00,23-2-1 (W-L-D),2.11,53%,509,grant-dawson,Actif,1.13,57%,N/A,17%,71%,12%,156.00,5 (22%),5 (22%),13 (57%)
27,"Curitiba, Brazil",Poids mi-moyens Division,10:44,Jiu-Jitsu,8,72.00,0.00,4,Wellington Turman,"""The Prodigy""","Jul. 13, 2019",51 (16%),24 (8%),237 (76%),41.00,18-8-0 (W-L-D),4.17,51%,312,wellington-turman,Actif,0.78,43%,N/A,21%,59%,21%,171.00,6 (33%),4 (22%),8 (44%)
39,United States,Poids mouche Division,08:39,N/A,N/A,68.00,0.00,N/A,Shane Howell,N/A,"Jun. 28, 2014",0 (0%),2 (9%),20 (91%),69.00,13-9-0 (W-L-D),2.55,33%,22,shane-howell,Ne se bat pas,0.00,20%,N/A,36%,50%,14%,125.00,2 (15%),4 (31%),7 (54%)
37,"Methuen, United States",Poids plume Division,14:47,Freestyle,10,71.00,0.34,11,Calvin Kattar,N/A,"Jul. 29, 2017",16 (2%),53 (5%),908 (93%),40.00,23-10-0 (W-L-D),6.55,38%,977,calvin-kattar,Actif,0.07,77%,N/A,13%,78%,9%,146.00,10 (43%),11 (48%),2 (9%)
37,N/A,Poids moyens Division,N/A,N/A,N/A,72.00,N/A,N/A,Karlos Vemola,N/A,"Jul. 3, 2010",N/A,N/A,N/A,75.00,10-4-0 (W-L-D),N/A,N/A,N/A,karlos-vemola,Ne se bat pas,N/A,N/A,N/A,N/A,N/A,N/A,186.00,N/A,N/A,N/A
27,"State of Amapá, Brazil",Poids coq Division,11:33,Brazilian Jiu-Jitsu,3,68.00,0.16,4,Raulian Paiva,N/A,"Feb. 9, 2019",23 (6%),15 (4%),344 (90%),38.00,21-5-0 (W-L-D),5.01,43%,382,raulian-paiva,Ne se bat pas,0.16,77%,N/A,26%,62%,13%,136.00,14 (67%),4 (19%),3 (14%)
